,Date,Afghanistan,Algeria,Armenia,Australia,Austria,Azerbaijan,Bahrain,Belarus,Belgium,Brazil,Cambodia,Canada,China,Croatia,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Georgia,Germany,Greece,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Kuwait,Lebanon,Lithuania,Luxembourg,Macedonia,Malaysia,Mexico,Monaco,Nepal,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Philippines,Qatar,Romania,Russia,San Marino,Singapore,South Korea,Sri Lanka,Switzerland,Taiwan,Thailand,United Arab Emirates,United Kingdom,United States,Vietnam,World
165,2020-06-13,23546,10698,16004,7290,16994,9218,17713,52520,60413,828810,126,97932,84228,2249,9938,12099,22008,45778,41304,1970,7073,156287,843,186022,3108,1808,308993,36406,182545,17770,25250,18876,236305,17382,34952,1422,1756,4055,3706,8402,139196,67,5062,48461,1154,15181,8606,21071,132405,24787,76588,21404,511423,694,39850,12051,1880,30980,443,3129,41499,269233,2048986,333,7604569
166,2020-06-14,24102,10810,16667,7302,17014,9570,18227,53241,60462,850514,128,98399,84288,2251,9991,12139,22572,46356,42980,1973,7087,156813,851,186269,3112,1810,320922,37420,184955,18950,25295,19008,236651,17429,35466,1442,1763,4063,3902,8445,142690,67,5335,48640,1154,15682,8606,22077,139230,25392,78416,21679,520129,694,40197,12084,1884,31011,443,3134,41990,270285,2074526,334,7737981
167,2020-06-15,24766,10919,17064,7320,17038,9957,18544,53973,60484,867624,128,98776,84335,2252,10024,12193,22962,46751,44598,1973,7104,157220,879,186461,3121,1810,332424,38277,187427,20209,25303,19121,236989,17502,35920,1446,1768,4070,4057,8453,146837,67,5760,48783,1154,16085,8606,23481,144478,25930,79602,21999,528964,694,40604,12121,1889,31034,443,3135,42294,271175,2094069,334,7859177
168,2020-06-16,25527,11031,17489,7335,17065,10324,19013,54680,60631,888271,128,99136,84378,2254,10064,12217,23271,47322,46289,1974,7108,157372,879,186839,3134,1811,343091,39294,189876,21315,25321,19338,237290,17587,36431,1464,1773,4072,4157,8494,150264,67,6211,48948,1156,16658,8631,24524,148921,26420,80876,22165,537210,694,40818,12155,1905,31048,445,3135,42636,271997,2114026,334,7977672
169,2020-06-17,26310,11147,18033,7347,17098,10662,19553,55369,60730,923189,128,99456,84422,2255,10111,12250,23686,47943,47856,1975,7112,157716,888,187184,3148,1812,354065,40400,192439,22700,25334,19637,237500,17628,36958,1473,1776,4075,4289,8505,154863,67,6591,49087,1156,17148,8631,25269,154760,26781,82077,22415,545458,694,40969,12198,1915,31063,445,3135,42982,273040,2137731,335,8119148
170,2020-06-18,26874,11268,18698,7370,17115,10991,19961,56032,60853,955377,129,99842,84458,2258,10162,12294,24105,48490,49219,1977,7117,158174,893,187764,3203,1812,366946,41431,195051,24254,25341,19894,237828,17668,37533,1489,1778,4085,4482,8515,159793,67,7177,49204,1157,17735,8660,26079,160118,27238,83174,22760,553301,696,41216,12257,1924,31100,445,3141,43364,274142,2163290,335,8296012
171,2020-06-19,27532,11385,19157,7391,17155,11329,20430,56657,60961,978142,129,100209,84494,2269,10230,12344,24645,49097,50437,1977,7117,158641,895,188534,3227,1814,380532,42762,197647,25717,25355,20036,238159,17740,38074,1495,1784,4091,4664,8529,165455,67,7848,49319,1157,18480,8692,26818,165062,27799,84441,23080,561091,696,41473,12306,1947,31117,446,3141,43752,275155,2191052,342,8434462
172,2020-06-20,27878,11504,19708,7409,17185,11767,20916,57333,61082,1032913,129,100618,84524,2280,10406,12391,25068,49731,52211,1979,7133,159452,896,189135,3237,1815,395048,43803,200262,27352,25368,20339,238011,17799,38678,1510,1792,4099,4820,8535,170485,67,8274,49426,1159,19147,8692,27670,171666,28459,85462,23400,569063,696,41615,12373,1950,31209,446,3146,44145,276182,2220961,349,8614773
173,2020-06-21,28424,11631,20268,7436,17247,12238,21331,57936,61132,1067579,129,101008,84553,2299,10448,12391,25778,50183,53758,1981,7142,160093,898,189822,3256,1815,410461,45029,202584,29222,25374,20633,238275,17799,39145,1536,1795,4105,5005,8556,175202,67,8605,49502,1161,19808,8708,28566,176617,29400,86488,23730,576952,696,41833,12421,1950,31209,446,3147,44533,277168,2255119,349,8775090
174,2020-06-22,28833,11771,20588,7461,17285,12729,21764,58505,61152,1085038,129,101326,84572,2317,10498,12391,26677,50640,55233,1981,7143,160377,908,190359,3266,1815,425282,45891,204952,30868,25379,20778,238499,17916,39650,1587,1798,4120,5106,8572,180545,68,9026,49593,1163,20244,8708,29471,181088,30052,87369,24045,584680,696,42095,12438,1950,31209,446,3148,44925,277855,2280912,349,8904288
175,2020-06-23,29143,11920,21006,7474,17320,13207,22407,59023,61295,1106470,130,101637,84624,2336,10561,12527,27370,50640,56809,1981,7144,160750,911,190862,3287,1815,440215,46845,207525,32676,25383,21082,238720,17968,40291,1603,1801,4121,5196,8587,185122,68,9026,49658,1165,20919,8745,31076,185034,30682,88403,24291,592280,698,42313,12484,1951,31227,446,3151,45303,278494,2312302,349,9038527
176,2020-06-24,29481,12076,21717,7492,17351,13715,23062,59487,61405,1145906,130,101963,84653,2366,10650,12561,27936,51643,58141,1982,7155,161267,914,191449,3302,1815,456183,47896,209970,34502,25391,21512,238833,18027,41033,1622,1803,4133,5314,8590,191410,68,9026,49722,1166,21371,8751,32394,188926,31825,89579,24505,599705,698,42432,12535,1991,31249,446,3156,45683,279390,2347022,349,9202419
177,2020-06-25,29715,12248,22488,7521,17384,14305,23570,59945,61505,1188631,130,102242,84673,2388,10777,12615,28631,52334,59561,1983,7167,161348,917,192079,3310,1817,473105,49009,212501,36702,25396,22044,239410,18110,41879,1644,1804,4140,5450,8596,196847,69,10728,49804,1169,22020,8777,33536,192970,32295,90778,24826,606881,698,42623,12563,2001,31293,446,3158,46133,280276,2381361,352,9377413
178,2020-06-26,30175,12445,23247,7558,17431,14852,24081,60382,61581,1228114,130,102611,84701,2483,10870,12636,29141,53156,61130,1984,7172,161348,919,192556,3321,1818,490401,50187,215096,39139,25405,22400,239706,18197,42788,1662,1806,4151,5603,8600,202951,69,11162,49914,1170,22614,8793,34902,195745,33069,91838,25286,613994,698,42736,12602,2010,31345,447,3158,46563,281054,2422310,352,9556154
179,2020-06-27,30451,12685,23909,7595,17498,15369,24805,60713,61694,1274974,139,102783,84725,2539,11038,12675,29764,53856,62755,1986,7191,162936,921,193243,3343,1820,508953,51427,217724,41193,25414,22800,239961,18297,43703,1697,1808,4173,5766,8606,208392,69,11755,50005,1172,23298,8815,36034,198883,34073,92784,25697,620794,698,42955,12653,2014,31403,447,3162,46973,281775,2467837,353,9744826
180,2020-06-28,30616,12968,24645,7641,17562,15890,25267,61095,61735,1313667,141,103021,84743,2624,11298,12675,30619,54574,63923,1986,7191,162936,924,193499,3366,1820,528859,52812,220180,43262,25437,23421,240136,18390,44391,1719,1813,4217,5916,8616,212802,70,11755,50074,1176,24077,8815,36953,202955,34803,93663,26022,627646,698,43246,12715,2033,31472,447,3162,47360,282446,2510323,354,9926854
181,2020-06-29,30967,13273,25127,7686,17625,16424,25705,61475,61759,1344143,141,103239,84757,2691,11603,12675,31373,55255,65188,1987,7191,162936,926,193761,3376,1821,548318,54010,222669,45402,25439,23755,240310,18476,44942,1740,1816,4242,6092,8634,216852,70,12772,50147,1178,24567,8815,38150,206512,35455,94413,26313,634437,698,43459,12757,2037,31534,447,3162,47797,283095,2548996,355,10087057
182,2020-06-30,31238,13571,25542,7767,17666,16968,26239,61790,61886,1368195,141,103907,84780,2725,11805,12751,31816,55665,66754,1987,7209,164260,928,194259,3390,1822,566840,55092,225205,47151,25462,24441,240436,18593,45524,1745,1816,4256,6224,8637,220657,70,13248,50223,1178,25133,8855,39060,209337,36438,95106,26582,641156,698,43661,12800,2042,31569,447,3171,48246,283541,2590552,355,10245215
183,2020-07-01,31517,13907,26065,7834,17777,17524,26758,62118,61986,1402041,141,104193,84785,2777,11954,12768,32568,56432,68311,1989,7214,164801,928,194725,3409,1824,585493,56385,227662,49109,25473,25244,240578,18723,46195,1778,1817,4299,6350,8639,226089,70,13564,50273,1178,25694,8865,40070,213470,37514,96088,26970,647849,698,43907,12850,2047,31631,447,3173,48667,284271,2634432,355,10437300
184,2020-07-02,31836,14272,26658,7920,17814,18112,27414,62424,62121,1448753,141,104193,84816,2831,12046,12794,33387,58257,69814,1989,7236,165719,931,195228,3432,1825,604641,57770,230211,51524,25477,26257,240760,18874,46940,1788,1818,4345,6470,8640,231770,70,14046,50335,1180,26484,8887,41194,217809,38511,97003,27296,654405,698,44122,12904,2054,31851,448,3179,49069,284888,2686480,355,10637676
185,2020-07-03,32022,14657,27320,8001,17952,18684,27837,62698,62214,1496858,141,104760,84830,2912,12178,12815,34197,59468,71299,1990,7241,166378,939,195674,3458,1830,625544,59394,232863,53708,25489,27542,240961,19068,47859,1796,1825,4395,6643,8643,238511,73,14519,50412,1180,27110,8895,42555,221896,38805,97897,27746,661165,698,44310,12967,2066,31884,449,3180,49469,285539,2739879,355,10846301
186,2020-07-04,32324,15070,27900,8255,18073,19267,28410,62997,62308,1539081,141,105079,84839,3008,12319,12832,35148,60657,72711,1991,7269,166960,946,196096,3486,1830,648315,60695,235429,56020,25498,28055,241184,19282,48672,1830,1828,4447,6643,8648,245251,73,15259,50487,1180,27564,8895,43929,225283,40336,98653,28166,667883,698,44479,13030,2069,32017,449,3185,50141,286141,2794321,355,11051825
187,2020-07-05,32672,15500,28606,8362,18196,19801,28857,63270,62372,1577004,141,105305,84857,3094,12440,12832,36184,61535,74035,1993,7270,166960,948,196335,3511,1830,673165,62142,237878,58354,25509,29170,241419,19522,49303,1855,1831,4476,6932,8658,252165,73,15491,50548,1183,28167,8895,45106,228474,41830,99183,28582,674515,698,44664,13091,2074,32114,449,3190,50857,286720,2839542,355,11242889
188,2020-07-06,32951,15941,28936,8449,18269,20324,29367,63554,62396,1603055,141,105524,84871,3151,12515,12832,37425,61958,75253,1993,7272,166960,953,196554,3519,1830,697413,63749,240438,60479,25527,29958,241611,19775,49941,1873,1836,4522,7046,8658,256848,75,15784,50621,1183,28711,8895,46178,231818,41830,99799,28973,681251,698,44664,13091,2076,32184,449,3195,51540,287121,2888635,355,11421168
189,2020-07-07,33384,16404,29285,8586,18326,20837,29821,63804,62508,1623284,141,105923,84896,3220,12566,12878,38128,62380,76222,1994,7275,168335,958,196944,3562,1832,719665,64958,243051,62275,25531,31186,241819,19981,50644,1885,1841,4542,7122,8668,261750,75,15964,50657,1186,29286,8930,47735,234509,46333,100345,29223,687862,698,44983,13181,2078,32230,449,3195,52068,287676,2938625,369,11595446
190,2020-07-08,33594,16879,29820,8755,18415,21374,30321,64003,62607,1668589,141,106155,84917,3272,12685,12888,38430,63245,77279,1995,7276,168810,963,197341,3589,1833,742417,66226,245688,64701,25538,32222,241956,20174,51245,1907,1844,4603,7240,8674,268008,75,15964,50694,1187,29789,8936,48997,237489,47873,100945,29620,694230,698,45140,13244,2081,32284,449,3197,52600,288380,2996098,369,11802388
191,2020-07-09,33653,17348,30346,8886,18516,21916,30931,64224,62744,1713160,141,106422,84950,3325,12814,12900,39588,64221,78304,2003,7283,169473,968,197783,3622,1833,767296,68079,248379,67442,25542,33557,242149,20371,52007,1946,1854,4650,7401,8677,275003,75,16423,50746,1190,30249,8947,50207,240848,50359,101553,30175,700792,699,45298,13293,2094,32413,449,3202,53045,288977,3055004,369,12017894
192,2020-07-10,33908,17808,30903,9059,18613,22464,31528,64411,62868,1755779,141,106793,84996,3416,12919,12916,40790,65018,79254,2011,7287,170094,973,198178,3672,1833,793802,70736,250458,69612,25565,34825,242363,20719,52840,2011,1857,4719,7567,8683,282283,75,16531,50798,1192,30748,8954,51725,243599,51754,102110,30789,707301,699,45422,13338,2350,32501,451,3202,53577,289670,3118008,369,12243041
193,2020-07-11,34366,18242,31392,9359,18687,22990,32039,64604,62995,1800827,141,107114,85036,3532,13062,12946,41915,65801,80235,2013,7290,170752,981,198556,3732,1833,820916,72347,252720,72460,25589,36266,242639,21129,53580,2082,1861,4777,7770,8696,289174,75,16649,50840,1193,31323,8965,53614,246351,52914,102630,31381,713936,699,45613,13373,2454,32605,451,3216,54050,290385,3184633,370,12474502
194,2020-07-12,34451,18712,31969,9553,18795,23521,32470,64767,63057,1839850,156,107335,85071,3672,13115,12946,43114,67209,81158,2014,7290,170752,986,198804,3772,1833,849553,74018,255117,75194,25611,37463,242827,21502,54058,2168,1865,4842,7967,8704,295268,76,16719,50921,1194,31987,8965,54697,248872,54222,103128,32079,720547,699,45783,13417,2511,32713,451,3217,54453,290950,3247684,370,12692496
195,2020-07-13,34451,19195,32151,9797,18847,24041,32941,64932,63100,1864681,156,107579,85117,3722,13174,12946,44532,67870,82070,2014,7292,170752,995,198963,3803,1833,878254,75699,257303,77506,25628,38670,243061,21868,54894,2334,1869,4925,8111,8718,299750,76,16801,51022,1194,32558,8965,56015,251625,56259,103598,32535,727162,699,45961,13479,2617,32798,451,3220,54854,291392,3304942,372,12887995
196,2020-07-14,34455,19689,32490,9980,18859,24570,33476,65114,63324,1884967,165,108144,85172,3775,13238,13037,45506,68459,83001,2014,7293,172377,999,199375,3826,1833,906752,76981,259652,79735,25638,40632,243230,22220,55508,2419,1874,4956,8197,8725,304435,76,16945,51093,1195,33153,8981,58179,253604,57006,104016,32948,733699,699,46283,13512,2646,32861,451,3227,55198,291753,3363056,373,13076441
197,2020-07-15,34740,20216,33005,10251,19060,25113,34078,65269,63531,1926824,165,108475,85226,3827,13341,13061,46305,69570,83930,2015,7293,172377,1003,199726,3883,1835,936181,78572,262173,81757,25670,42360,243344,22508,56174,2451,1875,5056,8328,8729,311486,76,17061,51146,1197,33616,8984,59568,255769,57545,104533,33585,739947,699,46629,13551,2665,32931,451,3232,55573,292479,3431574,373,13300134
198,2020-07-16,34994,20770,33559,10495,19115,25672,34560,65443,63791,1966748,166,108816,85246,3953,13475,13092,47671,70329,84843,2016,7293,173304,1006,200260,3910,1835,968876,80094,264561,83867,25683,44714,243506,22890,56877,2542,1882,5056,8522,8734,317635,76,17177,51252,1198,34259,9001,61247,257914,58850,104983,34226,746369,699,46878,13612,2674,33063,452,3236,55848,293164,3499291,373,13531833
199,2020-07-17,35070,21355,34001,10810,19268,26165,35084,65623,64017,2012151,171,109253,85323,4039,13612,13124,48743,71365,85771,2016,7293,173838,1006,200843,3939,1836,1003832,81668,267061,86148,25698,46059,243736,23473,57668,2599,1902,5122,8612,8737,324041,76,17344,51351,1199,34854,9011,62574,259999,61266,105447,35003,752797,699,47126,13672,2687,33205,454,3239,56129,293936,3576221,373,13786211
200,2020-07-18,35289,21948,34462,11235,19406,26636,35473,65782,64291,2046328,171,109658,85403,4137,13742,13173,50113,72444,86474,2020,7301,174674,1018,201372,3964,1836,1038716,83130,269440,88171,25730,47459,243967,24132,58221,2700,1908,5285,8772,8755,331298,76,17445,51454,1200,35454,9015,64193,261917,63001,105898,35802,759203,699,47453,13711,2697,33296,454,3246,56422,294640,3647715,373,14034404
201,2020-07-19,35301,22549,34877,11441,19508,27133,36004,65953,64421,2074860,171,109658,85483,4235,13855,13173,51519,73382,87172,2021,7318,174674,1028,201574,3983,1838,1077618,84882,271606,90220,25750,49365,244216,24642,58904,2775,1915,5409,9009,8764,338913,76,17502,51581,1203,36107,9015,65504,263496,65304,106308,36691,765437,699,47655,13745,2704,33406,455,3249,56711,295209,3711464,373,14264695
202,2020-07-20,35475,23084,34981,11802,19571,27521,36422,66095,64485,2098389,171,110338,85613,4354,13945,13173,52855,74013,87775,2021,7338,174674,1028,201823,4007,1839,1118043,86521,273788,92530,25760,50289,244434,25096,59204,2859,1932,5483,9132,8779,344224,76,17658,51725,1204,36663,9015,66661,265083,67456,106648,37458,771546,699,47912,13771,2724,33504,455,3250,56922,295702,3773260,373,14480245
203,2020-07-21,35615,23691,35254,12069,19679,27890,36936,66213,64928,2118646,197,111113,85697,4370,14098,13262,53956,74620,88402,2021,7340,176754,1039,202345,4012,1839,1155191,88214,276202,94693,25766,51676,244624,25736,59763,2905,1947,5605,9249,8800,349396,76,17844,51910,1205,37225,9028,68400,266096,68898,107037,38139,777486,699,48035,13816,2730,33547,455,3255,57193,296115,3830010,373,14681009
204,2020-07-22,35727,24278,35693,12428,19818,28242,37316,66348,65073,2159654,197,111684,85771,4422,14324,13302,54797,76217,89078,2022,7351,177338,1049,202799,4048,1839,1192915,89869,278827,97159,25802,54042,244752,26303,60434,2980,1949,5725,9412,8815,356255,78,17944,52073,1205,37801,9038,69887,267428,70764,107430,39133,783328,699,48434,13879,2730,33655,455,3261,57498,296908,3902058,401,14920794
205,2020-07-23,35915,24872,36162,12896,19958,28633,37637,66521,65626,2227514,198,112227,85906,4530,14570,13350,56043,77257,89745,2025,7362,178336,1073,203368,4077,1840,1238635,91751,281413,99865,25819,56085,245032,27029,61185,3104,1960,5854,9547,8831,362274,79,18094,52241,1205,38344,9053,71547,269191,72269,107871,40163,789190,699,48744,13938,2752,33796,455,3269,57734,297659,3970906,408,15202427
206,2020-07-24,35928,25484,36613,13306,20122,28980,37996,66688,66065,2287475,202,112659,86045,4634,14800,13390,57615,78148,90413,2027,7372,179398,1104,204183,4110,1841,1287945,93657,284034,102226,25826,57982,245338,27956,61872,3260,1960,5952,9669,8840,370712,80,18241,52404,1206,38948,9062,72646,270400,74390,108244,41275,795038,699,49098,13979,2753,33913,458,3279,57988,298432,4034102,412,15478718
207,2020-07-25,36036,26159,36996,13595,20229,29312,38458,66846,66561,2343366,202,113193,86202,4715,15081,13438,59077,79049,91072,2028,7380,180528,1117,204964,4135,1843,1336861,95418,286523,104711,25845,59475,245590,28786,62625,3407,1986,6056,9797,8861,378285,81,18374,52595,1206,39539,9085,73791,271887,76444,108638,42394,800849,699,49375,14092,2764,34067,458,3282,58249,299163,4112529,415,15762629
208,2020-07-26,36157,26764,37317,13950,20349,29633,38747,67002,66790,2394513,225,113543,86381,4792,15212,13438,60896,80036,91583,2033,7388,180528,1131,205269,4166,1843,1385522,97286,288839,107573,25869,60678,245864,29382,63309,3582,2001,6189,9934,8884,385036,81,18483,52732,1206,39977,9085,74858,273113,78412,109036,43678,806720,699,49888,14150,2770,34215,458,3291,58562,299830,4178027,415,16022257
209,2020-07-27,36263,27357,37390,14403,20486,30050,39131,67132,66974,2419091,225,113898,86570,4857,15324,13438,62908,80694,92062,2034,7393,180528,1137,205609,4193,1847,1435453,98778,291172,110032,25881,61956,246118,29989,63773,3750,2008,6272,10086,8897,390516,81,18613,52946,1206,40532,9085,76005,274289,80448,109305,44798,812485,699,50369,14175,2782,34325,462,3295,58913,300251,4234020,420,16254115
210,2020-07-28,36368,27973,37629,14935,20550,30446,39482,67251,67569,2442375,225,114597,86783,4881,15516,13547,64156,81161,92482,2038,7398,183079,1145,206242,4227,1854,1483156,100303,293606,112585,25892,64458,246286,29989,64379,3882,2019,6321,10214,8904,395489,81,18752,53151,1207,41180,9117,77058,275225,82040,109597,45902,818120,699,50838,14203,2805,34390,467,3297,59177,300622,4290263,431,16466022
211,2020-07-29,36471,28615,37937,15304,20682,30858,39921,67366,68254,2483191,226,114980,86990,4923,15799,13577,64690,82279,92947,2038,7404,183804,1155,206926,4279,1857,1531669,102051,296273,115332,25929,66555,246488,31333,65149,4023,2027,6375,10316,8943,402697,82,19063,53374,1209,41804,9132,77904,276288,83673,109880,47053,823515,699,51197,14251,2810,34522,467,3298,59546,300692,4351997,433,16709824
212,2020-07-30,36471,29229,38196,15582,20846,31221,40311,67518,68957,2552265,234,115456,87213,4993,16093,13634,66182,83193,93356,2042,7414,185196,1155,207828,4336,1861,1583792,104432,298909,118300,25942,68556,246776,32459,65903,4205,2043,6533,10504,8956,408449,84,19273,53621,1210,42208,9150,78569,277402,85486,110153,48235,828990,699,51531,14269,2811,34714,467,3304,59921,301455,4426982,459,17007935
213,2020-07-31,36542,29831,38550,16303,21009,31560,40755,67665,69592,2610102,234,115785,87489,5071,16342,13725,67915,84370,93757,2051,7423,186573,1160,208698,4401,1872,1638870,106336,301530,121263,26027,70379,247158,33774,66529,4334,2062,6616,10623,8964,416179,84,19547,53963,1210,42689,9172,79159,278305,89374,110460,49591,834499,699,51809,14305,2814,34933,467,3310,60506,302301,4495014,509,17298366
214,2020-08-01,36710,30394,38841,16905,21098,31878,40982,67808,70276,2662485,239,116298,87655,5138,16574,13789,69649,85355,94078,2064,7432,187919,1168,209653,4477,1885,1695988,108376,304204,124609,26065,70970,247537,34372,66957,4555,2075,6695,10762,8976,424637,84,19771,54301,1212,43151,9208,79159,278305,93354,110695,50886,839981,699,52205,14336,2815,35070,474,3312,60506,303181,4562037,558,17577428
215,2020-08-02,36710,30950,39050,17282,21224,32157,41190,67946,70585,2707877,240,116585,87827,5224,16699,13789,71415,86232,94316,2072,7443,187919,1171,209893,4587,1893,1750723,109936,306752,126704,26109,72283,247832,36081,67448,4730,2093,6695,10900,8985,434193,84,20086,54732,1215,43537,9208,79159,278305,98232,110911,52111,845443,699,52512,14336,2815,35412,474,3317,60760,303952,4620444,590,17845285
216,2020-08-03,36710,31465,39102,17923,21309,32443,41536,68067,70733,2733677,240,116870,87985,5260,16800,13789,72243,86524,94483,2079,7453,187919,1177,210402,4662,1907,1803695,111455,309437,129151,26162,73025,248070,38072,67911,4885,2110,6695,11054,8999,439046,84,20332,55043,1217,43841,9208,79159,280029,103185,111107,53186,850870,699,52825,14389,2823,35461,475,3320,60999,304695,4667955,621,18068577
217,2020-08-04,36747,31972,39102,18318,21341,32684,41835,68166,71527,2750318,240,117017,88099,5296,17008,13996,73117,87041,94640,2080,7466,191295,1182,211281,4737,1915,1855745,113134,312035,131886,26208,74903,248229,39858,68299,5062,2120,6864,11140,9001,443813,85,20750,55415,1217,44129,9268,79159,280461,106330,111322,54009,856264,699,53051,14423,2828,35527,476,3321,61163,305623,4713562,652,18273234
218,2020-08-05,36829,32504,39298,18729,21472,32910,42132,68250,72340,2801921,243,117777,88206,5318,17286,14073,74295,87963,94752,2091,7483,192334,1197,212022,4855,1918,1908254,115056,314786,134722,26253,76642,248419,41129,68774,5062,2137,6917,11140,9002,449961,87,21009,55955,1219,44433,9333,79159,281136,112593,111538,55241,861423,699,53346,14456,2834,35657,476,3328,61352,306293,4771087,672,18528906
219,2020-08-06,36896,33055,39586,19444,21575,33103,42514,68376,73107,2859073,243,118172,88328,5376,17529,14185,75660,88866,94875,2113,7512,194029,1206,213762,4973,1926,1964536,116871,317483,137556,26303,78324,248803,42263,69425,5417,2147,7007,11201,9023,456100,90,21390,56381,1219,44890,9362,80286,281863,115980,111805,56550,867343,710,54254,14499,2839,35838,477,3330,61606,307184,4823891,717,18806510
220,2020-08-07,36937,33626,39819,19862,21689,33247,42889,68503,73876,2912212,243,118546,88460,5404,17740,14306,76536,90537,95006,2124,7532,195633,1206,214926,5123,1932,2027074,118753,320117,140603,26372,80054,249204,43815,70045,5672,2171,7073,11289,9038,462690,91,21750,56982,1219,45244,9409,80713,282645,119460,112092,57895,871894,710,54555,14519,2839,36019,477,3345,61845,308134,4883646,750,19092435
221,2020-08-08,37015,34155,39885,20272,21819,33376,43307,68614,74647,2962442,246,118970,88580,5466,18060,14442,77709,91969,95147,2133,7554,197921,1213,215921,5270,1952,2088611,121226,322567,144064,26470,80991,249756,45439,70727,5951,2194,7113,11571,9063,469407,93,22214,57501,1219,45687,9468,81067,283487,122754,112383,59273,877135,710,54797,14562,2839,36180,479,3348,62061,309005,4941796,789,19368338
