,Date,Afghanistan,Algeria,Armenia,Australia,Austria,Azerbaijan,Bahrain,Belarus,Belgium,Brazil,Cambodia,Canada,China,Croatia,Czech Republic,Denmark,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Georgia,Germany,Greece,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Kuwait,Lebanon,Lithuania,Luxembourg,Macedonia,Malaysia,Mexico,Monaco,Nepal,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Philippines,Qatar,Romania,Russia,San Marino,Singapore,South Korea,Sri Lanka,Switzerland,Taiwan,Thailand,United Arab Emirates,United Kingdom,United States,Vietnam,World
222,2020-08-09,37054,34693,40185,20698,21935,33481,43629,68738,74951,3012412,246,119206,88672,5543,18235,14442,78778,93572,95314,2147,7568,197921,1225,216625,5421,1955,2153010,123503,324692,147389,26644,82465,250103,46783,71199,6223,2231,7113,11771,9070,475902,94,22592,57987,1219,46140,9468,81357,284121,126885,112650,60623,882347,710,54929,14598,2841,36362,480,3351,62300,309763,4998017,812,19637056
223,2020-08-10,37054,35214,40410,21084,22011,33568,44011,68850,75073,3035422,251,119451,88793,5604,18355,14442,79732,94459,95492,2152,7584,197921,1250,216942,5623,1958,2215074,125396,326712,150115,26712,83002,250566,47990,71713,6517,2252,7113,11856,9083,480278,94,22972,58564,1219,46577,9468,81580,284660,129913,112947,61768,887536,710,55104,14626,2844,36514,480,3351,62525,310825,5044864,841,19866470
224,2020-08-11,37054,35712,40433,21397,22122,33647,44397,68947,75946,3057470,266,120117,88906,5649,18494,14815,80499,94701,95666,2158,7601,202775,1264,218021,5749,1962,2268675,127083,328844,153599,26768,85222,250825,48238,72400,6812,2265,7216,11965,9094,485836,94,23310,59139,1220,46867,9638,81787,285191,136638,113262,62547,892654,710,55292,14660,2871,36619,480,3351,62704,311641,5094394,846,20086236
225,2020-08-12,37269,36204,40593,21713,22260,33731,44804,69005,76664,3109630,268,120406,88964,5740,18783,14959,81094,95563,95834,2167,7623,204172,1278,219203,5942,1968,2329638,128776,331189,156995,26801,86959,251237,49512,73068,7121,2283,7242,11965,9103,492522,95,23948,59918,1220,47290,9684,82050,285921,139538,113646,63762,897599,710,55353,14714,2880,36806,481,3356,62966,312789,5141207,866,20347703
226,2020-08-13,37345,36699,40794,22127,22501,33824,45264,69102,77273,3164785,272,120829,89045,5870,19075,15070,82224,97110,95963,2174,7642,206696,1283,220724,6177,1972,2396637,130718,333699,160436,26838,88554,251713,50444,73785,7413,2309,7300,12217,9114,498380,97,24432,60572,1238,47743,9750,82299,286674,143749,113938,65177,902701,710,55395,14770,2881,37079,481,3356,63212,313798,5197148,883,20637051
227,2020-08-14,37424,37187,41023,22358,22730,33915,45726,69203,77942,3224876,273,121234,89144,6050,19401,15214,83134,98343,96108,2174,7683,209365,1306,222176,6381,1976,2461190,132816,336324,164277,26929,89822,252235,51513,74486,7711,2330,7368,12357,9129,505751,99,24957,61149,1251,48116,9783,82531,287300,147526,114281,66631,907758,710,55497,14873,2882,37312,481,3376,63489,314927,5248242,911,20923721
228,2020-08-15,37431,37664,41299,22743,22951,34018,46052,69308,78529,3275520,273,121652,89214,6258,19693,15379,84488,99409,96220,2177,7700,212211,1306,223515,6632,1983,2526192,135123,338825,168290,26995,91080,252809,53577,75185,8045,2352,7405,12546,9149,511369,99,25551,61785,1258,48445,9850,82743,288047,153660,114532,68046,912823,710,55580,15039,2886,37580,482,3376,63819,316367,5313080,930,21212639
229,2020-08-16,37551,38133,41495,23035,23211,34107,46430,69424,78692,3317096,273,121889,89279,6420,19891,15483,85545,100688,96336,2184,7720,215521,1321,224233,6858,1999,2589682,137468,341070,172583,27191,92343,253438,54714,75697,8442,2386,7439,12653,9175,517714,99,26019,62437,1271,48770,9850,82924,288717,157918,114809,69374,917884,710,55661,15318,2890,37831,484,3377,64102,317444,5361165,934,21472272
230,2020-08-17,37596,38583,41663,23288,23373,34219,46430,69516,78824,3340197,273,122087,89375,6571,20012,15617,86309,101542,96475,2190,7731,218536,1341,224714,7075,2011,2647663,139549,343203,176931,27257,92680,253915,54952,76205,8881,2416,7439,12739,9200,522162,99,26660,62943,1280,49068,9850,83086,289215,161253,115080,70461,922853,710,55747,15515,2893,38031,485,3378,64312,318484,5403269,964,21704633
231,2020-08-18,37599,39025,41701,23599,23717,34343,47185,69589,79531,3359570,273,122872,89441,6656,20202,15740,86737,101751,96590,2192,7752,219029,1351,226145,7222,2014,2702742,141370,345450,180133,27313,95129,254235,55958,76827,9337,2436,7469,12774,9212,525733,100,27241,63424,1293,49485,10004,83226,289832,164474,115368,71194,927745,710,55838,15761,2900,38156,485,3378,64541,319197,5438325,983,21901179
232,2020-08-19,37599,39444,41846,23773,23875,34474,47185,69673,80256,3407354,273,123154,89494,6855,20483,15855,87123,102941,96590,2200,7776,221267,1361,226914,7472,2027,2767273,143043,347835,184709,27499,96409,254636,57550,77470,9337,2474,7499,12877,9219,531239,100,28257,63911,1299,49895,10060,83418,289832,169213,115661,72208,932493,710,55938,16058,2902,38352,486,3382,64906,320286,5482416,989,22156203
233,2020-08-20,37759,39847,42056,23993,24300,34620,47185,69801,80868,3456652,273,123490,89527,7074,20798,15940,88127,104475,96914,2207,7776,225043,1361,228621,7684,2035,2836925,144945,347835,188802,27547,97969,255278,58501,78145,10347,2496,7566,12985,9235,537031,100,28938,64463,1304,50488,10111,83606,290958,173774,115956,73617,937321,710,56031,16346,2902,38662,486,3389,65341,321098,5529842,994,22437721
234,2020-08-21,37856,40258,42319,24236,24608,34759,47950,69950,81449,3501975,273,123873,89567,7329,21045,16056,89010,105508,97025,2227,7842,229814,1370,230948,7934,2040,2905823,147211,352558,192797,27676,99599,256118,59721,78767,10952,2528,7637,12985,9240,543806,102,29645,64992,1315,50964,10162,83769,291588,178022,116224,74963,942106,710,56099,16670,2918,38926,486,3390,65802,322280,5573847,1007,22714039
235,2020-08-22,37894,40667,42477,24407,24883,34921,48303,70111,81959,3532330,273,124372,89616,7594,21551,16127,89867,106481,97148,2244,7871,234400,1385,232082,8138,2050,2975701,149408,354764,197085,27755,100716,257065,60733,79269,11580,2564,7704,13218,9249,549734,106,30483,65526,1321,51304,10197,83769,292174,182365,116481,76355,946976,710,56216,17002,2941,39232,487,3390,66193,323313,5623727,1009,22967270
236,2020-08-23,37999,41068,42616,24602,25099,35105,49038,70285,82162,3582362,273,124629,89654,7900,21790,16127,90561,107089,97237,2265,7871,238002,1394,232864,8381,2058,3044940,151498,356792,201050,27908,102080,258136,61747,79957,12191,2594,7704,13218,9257,556216,108,31117,66034,1324,51905,10197,83769,292765,187249,116765,77544,951897,710,56266,17399,2947,39526,487,3395,66617,324601,5668105,1014,23234000
237,2020-08-24,37999,41460,42792,24812,25239,35274,49038,70468,82277,3605783,273,124896,89695,8175,21923,16127,91161,107769,97237,2272,7871,242899,1411,233575,8664,2064,3106348,153535,358905,204341,27969,103151,259345,61754,80528,12191,2635,7704,13514,9267,560164,111,31935,66490,1332,52227,10197,83769,292765,189601,117008,78525,956749,710,56353,17665,2953,39802,487,3397,67007,325642,5702611,1016,23458348
238,2020-08-25,38070,41858,42825,24916,25547,35426,49330,70645,82885,3622861,273,125647,89718,8311,22181,16397,91608,108289,97478,2275,7938,244854,1421,234853,8819,2073,3167323,155412,358905,207985,28116,105063,260298,63121,80960,13155,2673,7794,13595,9274,563705,115,32678,67062,1339,52548,10323,84509,293711,194252,117266,79330,961493,710,56404,17945,2959,39959,487,3402,67282,326614,5740909,1022,23669806
239,2020-08-26,38071,42228,42936,25053,25838,35559,50076,70727,83412,3669995,273,125969,89752,8530,22548,16480,92217,109030,97619,2294,7981,248158,1436,236429,8987,2077,3234474,157859,361150,211947,28201,107078,261174,63822,81573,13687,2694,7838,13673,9285,568621,121,33533,67476,1344,52800,10395,84652,294193,197164,117498,80390,966189,710,56435,18265,2971,40161,487,3403,67621,327798,5779028,1029,23924878
240,2020-08-27,38126,42619,43067,25205,26154,35707,50393,70974,83938,3717156,273,126417,89784,8888,22951,16537,92557,110549,97825,2311,8002,253587,1447,237936,9280,2082,3310234,160165,363363,215784,28363,108964,262540,64668,82271,14248,2726,7928,13799,9291,573888,122,34418,68046,1351,53021,10454,84818,294638,202361,117742,81646,970865,710,56495,18706,2984,40540,487,3404,68020,328846,5821876,1034,24201553
241,2020-08-28,38129,43016,43270,25322,26381,35844,50756,71165,84473,3761391,273,126848,89814,9192,23300,16627,92964,111219,98062,2325,8019,259698,1455,239507,9531,2087,3387500,162884,367796,219435,28453,110403,263949,65573,82945,14937,2762,6543,13927,9296,579914,125,35529,68556,1363,53317,10505,85005,295053,205581,117988,83150,975576,710,56572,19077,2986,40900,487,3410,68511,330368,5867785,1036,24484963
242,2020-08-29,38140,43403,43451,25448,26763,35986,51113,71346,85087,3804803,273,127358,89836,9549,23777,16700,93390,112141,98285,2343,8042,267077,1462,240986,9800,2092,3463972,165887,369911,223612,28579,112000,265409,66423,83578,15613,2810,6580,13927,9306,585738,125,36456,69063,1376,53477,10543,85005,295372,209544,118196,84468,980405,710,56666,19400,2989,41240,488,3411,68901,331644,5917439,1038,24761562
243,2020-08-30,38143,43782,43626,25547,26937,36174,51391,71523,85282,3846153,273,127673,89863,9861,24094,16700,93732,112906,98497,2363,8049,272530,1462,241771,9977,2100,3542733,169195,371816,227446,28720,113623,266853,67264,84224,16275,2839,6580,13927,9317,591712,130,37340,69563,1378,53727,10543,85005,295636,213131,118407,85833,985346,710,56717,19699,2995,41615,488,3411,69328,332752,5961582,1040,25030573
244,2020-08-31,38162,44146,43750,25670,27218,36309,51574,71687,85399,3862311,274,127940,89895,10123,24367,16700,94241,113648,98727,2373,8077,277943,1487,242381,10134,2105,3621245,172053,373570,231177,28760,114020,268218,67865,84636,16870,2874,6625,13927,9334,595841,131,38561,70071,1387,53865,10543,85544,295849,217396,118575,86785,990326,710,56771,19947,3012,41906,488,3412,69690,334467,5997163,1040,25275797
245,2020-09-01,38196,44494,43781,25746,27404,36435,51574,71843,86033,3908272,274,128948,89914,10269,24618,16985,94715,113767,98939,2375,8086,281025,1487,243599,10317,2107,3691166,174796,375212,234934,28811,117030,269214,68392,85109,17308,2906,6677,14330,9340,599560,138,39460,70596,1401,54008,10644,85722,296149,220819,118778,87540,995319,715,56812,20182,3049,42069,488,3417,70231,335873,6031013,1044,25518303
246,2020-09-02,38205,44833,43878,25819,27741,36578,51972,71962,86598,3950931,274,129425,89934,10414,25117,17084,94979,114309,99115,2395,8142,286007,1510,244855,10524,2116,3769523,177571,376894,238338,29025,119265,270189,69001,85811,17777,2929,6677,14341,9354,606036,140,40529,71057,1406,54247,10783,85928,296590,224264,118994,88593,1000048,715,56852,20449,3092,42285,489,3425,70805,337168,6075652,1044,25786848
247,2020-09-03,38243,45158,44075,25923,28183,36732,52440,72141,87173,3997865,274,129923,89953,10725,25773,17195,95627,115457,99280,2415,8161,293024,1548,246166,10757,2121,3853406,180646,378752,242284,29114,122539,271515,69599,86478,18375,2958,6745,14455,9360,610957,142,41649,71971,1408,54463,10871,85928,297014,226440,119206,89891,1005000,715,56860,20644,3101,42655,489,3427,71540,338676,6114406,1046,26069988
248,2020-09-04,38288,45469,44271,26049,28495,36899,52807,72302,87850,4041638,274,130493,89986,11094,26452,17374,96629,116360,99425,2441,8200,300181,1568,247619,10998,2128,3936747,184268,380746,247039,29206,125260,272912,70268,87378,18963,2978,6745,14600,9374,616894,143,42877,72392,1413,54587,11035,86380,297512,228403,119420,91256,1009995,715,56908,20842,3111,43127,490,3431,72154,340411,6150655,1046,26348842
249,2020-09-05,38304,45773,44461,26136,28766,37031,53433,72485,88578,4092832,274,131124,90008,11428,27249,17547,96629,117175,99582,2456,8225,309156,1596,248997,11200,2135,4023179,187537,382772,252075,29303,126419,274644,70876,88243,19490,3004,6854,14762,9374,623090,147,44236,73136,1413,54743,11120,86380,298025,228403,119637,92595,1015105,715,56908,20842,3115,43424,490,3431,72766,342351,6201726,1046,26642302
250,2020-09-06,38324,46071,44649,26207,28974,37192,54095,72663,88900,4123000,274,131495,90025,11739,27752,17547,98776,118045,99712,2490,8225,317706,1621,249985,11386,2136,4113811,190665,384666,256719,29534,129173,276338,71419,88963,20011,3040,6854,14762,9391,629409,147,45277,73790,1421,54905,11120,86380,298509,234570,119864,93864,1020310,716,56982,21177,3121,43849,493,3444,73471,344164,6245866,1049,26922027
251,2020-09-07,38398,46364,44783,26279,29194,37329,54771,72859,89055,4137521,274,131895,90058,11964,28156,17547,99333,109784,99863,2515,8225,324777,1640,250799,11524,2141,4204613,194109,386658,260370,29672,130644,277634,71856,89582,20426,3083,6896,14762,9397,634023,148,46257,74715,1425,55005,11120,87072,298903,237365,120095,95014,1025505,716,57022,21296,3123,44293,493,3445,73984,347152,6276421,1049,27170660
252,2020-09-08,38494,46653,44845,26322,29705,37418,56076,73031,89973,4147794,274,132142,90079,12081,28716,18113,99898,110092,100041,2531,8327,328980,1684,252298,11663,2143,4280422,196989,388810,264684,29774,135043,278784,72234,90387,20826,3100,6950,15090,9459,637509,153,47236,75512,1431,55160,11387,87328,299233,238727,120348,95897,1030690,716,57044,21432,3123,44484,494,3446,74454,350100,6300671,1049,27377041
253,2020-09-09,38520,46938,44953,26374,30200,37557,56076,73208,90844,4162073,274,133748,90087,12285,29877,18356,100131,110757,100228,2563,8337,335524,1773,253474,11832,2150,4370128,200035,391112,269578,30080,138719,280153,72726,91244,21324,3131,6974,15127,9559,642860,156,48138,76475,1437,55456,11519,87590,299659,241987,120579,97033,1035789,716,57091,21588,3140,44729,495,3447,75098,352560,6327793,1054,27621685
254,2020-09-10,38544,47216,45152,26465,30954,37732,56778,73402,91868,4197889,274,134294,90100,12626,31036,18607,100937,112166,100403,2585,8430,344101,1830,255366,12080,2153,4465863,203342,393425,273821,30164,142582,281583,73221,92082,21877,3163,7023,15226,9583,647507,161,49219,77615,1441,55632,11624,87939,299855,245143,120846,98304,1041007,722,57166,21743,3147,45197,496,3454,75981,355219,6359720,1059,27909634
255,2020-09-11,38572,47488,45326,26513,31451,37874,57450,73591,93011,4238446,274,134924,90127,12917,32413,18924,101716,113206,100557,2600,8469,353944,1917,256850,12452,2157,4562414,207203,395488,278418,30360,146542,283180,73901,92822,22437,3199,7088,15293,9628,652364,165,50465,78438,1442,55829,11746,88337,300371,248947,121052,99684,1046370,722,57229,21919,3155,45602,496,3461,76911,358138,6397227,1059,28214703
256,2020-09-12,38606,47752,45503,26565,32456,38037,58207,73784,94295,4282164,274,135626,90145,13107,33860,19216,102232,114732,100708,2632,8512,363350,2075,258480,12734,2161,4659984,210940,397801,282672,30571,148564,284796,74544,93475,22983,3243,7159,15414,9810,658299,168,51919,79706,1444,56017,11866,88337,300955,252964,121287,101075,1051874,722,57315,22055,3169,46130,498,3466,77842,361677,6445288,1060,28520027
257,2020-09-13,38641,48007,45675,26607,32951,38172,58839,73975,94912,4315687,275,136141,90168,13368,35401,19216,103092,116451,100856,2655,8512,373911,2075,259428,13036,2162,4754356,214757,399940,286778,30730,153217,286297,75218,94211,23669,3296,7159,15555,9868,663973,169,53120,80937,1446,56177,11866,88337,301481,257863,121523,102386,1057362,722,57357,22176,3196,46595,498,3473,78849,365174,6486108,1060,28807123
258,2020-09-14,38716,48254,45862,26651,33335,38327,59586,74173,95214,4330455,275,136659,90197,13533,36188,19216,103660,118594,101009,2676,8580,381094,2392,260355,13240,2165,4846427,218382,402029,290309,30985,156596,287753,75657,94764,24310,3335,7194,15694,9915,668381,171,54159,82023,1447,56256,11866,89746,302020,261216,121740,103495,1062811,722,57406,22285,3234,47068,498,3475,79489,368504,6519979,1063,29079717
259,2020-09-15,38815,48496,45969,26692,33884,38403,60307,74360,96938,4345610,275,138010,90219,13598,37222,19800,104110,118911,101177,2698,8627,387252,2392,261762,13420,2168,4930236,221523,404648,294478,31192,160368,288761,75958,95472,24857,3386,7244,15791,9946,671716,177,55329,83321,1450,56388,12155,90222,302424,265888,121975,104187,1068320,722,57454,22391,3262,47325,499,3480,80266,371125,6554820,1063,29322587
260,2020-09-16,38855,48734,46119,26738,34744,38517,60965,74552,98566,4382263,275,138803,90243,13749,38896,20129,104803,119553,101340,2722,8725,395104,2758,263663,13730,2174,5020359,225030,407353,298702,31549,166794,289990,76448,96301,25449,3442,7284,15925,9969,676487,178,56788,84697,1451,56478,12277,90660,303089,269407,122214,105298,1073849,723,57488,22504,3271,47640,500,3490,80940,374228,6606293,1063,29626784
261,2020-09-17,38872,48966,46376,26779,35448,38658,61643,74763,100507,4419083,275,139747,90250,14029,41032,20571,105521,121525,101500,2756,8750,404888,2937,265857,14041,2189,5118253,228993,410334,303059,31799,171768,291442,77009,96999,26083,3442,7394,16088,10031,680931,181,58327,86237,1458,56604,12393,91196,303634,272934,122449,107011,1079519,723,57514,22657,3271,48154,503,3490,81782,378219,6630891,1063,29918862
262,2020-09-18,38872,49194,46671,26813,36370,38777,62484,74987,102257,4455386,275,140867,90294,14279,44155,21393,106136,122257,101641,2778,8799,415481,3119,267773,14400,2206,5214677,232628,413149,307385,32023,176933,293025,77494,97824,26768,3504,7541,16274,10052,684113,186,59573,87987,1458,56735,12499,91753,304386,276289,122693,108690,1085281,723,57532,22783,3276,48684,503,3497,82568,381614,6674458,1066,30234230
263,2020-09-19,38919,49413,46910,26861,37191,38894,63189,75230,103987,4495183,275,141911,90308,14513,46262,21847,106732,124129,101772,2814,8858,428696,3306,270070,14738,2230,5308014,236519,416198,311690,32271,179071,294932,78073,98528,27518,3565,7718,16417,10147,688954,191,61593,89959,1460,56956,12645,91753,305031,279526,122917,110217,1091186,723,57543,22893,3281,49171,506,3500,83433,385936,6724667,1068,30545509
264,2020-09-20,39044,49623,47154,26885,37948,39042,63879,75461,104882,4528240,275,142774,90333,14725,48306,21847,107700,125620,101900,2875,8922,442194,3502,271415,14978,2307,5400619,240687,419043,315597,32538,183602,296569,78657,99049,28297,3664,7718,16557,10167,694121,192,62797,91841,1464,57145,12645,91753,305671,283460,123146,111550,1097251,723,57558,22975,3283,49171,507,3506,84242,390358,6764962,1068,30841524
265,2020-09-21,39044,49826,47431,26898,38557,39188,64499,75674,105341,4544629,275,143649,90369,14922,49240,21847,108289,126419,102015,2924,8980,453763,3695,272337,15142,2346,5487580,244676,422140,319035,32933,188427,298156,78657,99434,29303,3744,7804,16735,10219,697663,193,64122,93684,1464,57242,12645,93475,306304,286743,123376,112781,1103399,723,57576,23045,3287,49171,509,3506,84916,394257,6804814,1068,31127692
266,2020-09-22,39074,50023,47552,26912,39150,39280,65039,75898,107528,4558068,275,145415,90381,14992,50764,23323,108783,126711,102141,2941,9046,458061,3913,274158,15595,2377,5562663,248852,425481,322856,33121,192579,299506,79438,99964,29987,3814,7916,16780,10276,700580,195,65276,95899,1464,57437,12896,94051,306886,290190,123604,113589,1109595,723,57606,23106,3299,50264,509,3511,85595,398625,6857967,1068,31393504
267,2020-09-23,39145,50214,47667,26942,39897,39378,65752,76104,109599,4591604,275,146663,90399,15136,53158,23799,109269,127643,102254,2976,9195,468069,4140,275927,15928,2419,5646010,252923,429193,327580,33444,193374,300897,79768,100683,30852,3859,8016,16867,10358,705263,197,66632,98142,1468,57613,13000,94711,307418,291789,123917,114648,1115810,723,57627,23216,3313,50548,509,3514,86447,403551,6896274,1068,31674843
268,2020-09-24,39170,50400,47877,26973,40558,39524,66402,76357,111688,4624885,275,147753,90409,15340,55464,24357,109737,129892,102375,3033,9288,481141,4399,278070,16286,2476,5732518,257388,432798,332635,33675,204690,302537,80041,101299,31792,3932,8090,17049,10505,710049,199,67804,100493,1471,57724,13152,95339,308217,294591,124175,116415,1122241,723,57639,23341,3324,50984,509,3516,87530,409729,6934204,1069,31985733
269,2020-09-25,39186,50579,48251,26983,41246,39686,67014,76651,113451,4657702,275,149094,90424,15572,58374,24916,110122,131146,102513,3076,9379,497237,4399,280223,16627,2512,5818570,262022,436319,337106,33994,214458,304323,80497,101851,32819,4070,8158,17200,10576,715457,205,69301,103034,1473,57849,13275,95907,309015,296755,124425,118054,1128836,727,57654,23455,3333,51492,509,3519,88532,416363,6978417,1069,32306841
270,2020-09-26,39192,50754,48643,27000,42317,39787,67701,76957,114931,4689613,275,150456,90441,15795,61318,25594,110597,132475,102625,3118,9484,513034,4664,282730,16913,2561,5903932,266845,439882,341699,34315,215273,306235,81055,102441,33962,4184,8233,17343,10576,720858,208,70614,105810,1475,58062,13406,95907,309581,299361,124650,119683,1136048,727,57665,23516,3345,51747,510,3522,89540,423236,7033430,1069,32618624
271,2020-09-27,39227,50914,49072,27016,42940,39895,68190,77289,115872,4717991,276,151671,90456,16007,63294,26213,110957,133981,102736,3165,9577,527446,5254,284140,17228,2601,5992532,271339,443086,345969,34560,227100,308104,81690,103199,35242,4295,8311,17483,10769,726431,210,71821,108521,1477,58198,13406,95907,310275,301256,124850,121235,1143571,727,57685,23611,3349,51864,510,3523,90618,429277,7078798,1069,32920926
272,2020-09-28,39227,51067,49400,27040,43466,40023,68775,77609,116410,4732309,276,153125,90483,16197,64597,26637,111386,134747,102840,3200,9682,538569,5552,285332,17444,2623,6074702,275213,446448,349450,34990,231026,309870,82131,103544,36254,4385,8357,17629,10919,730317,210,73394,111510,1477,58324,13406,97450,310841,304226,125084,122673,1151438,727,57700,23661,3360,51864,510,3545,91469,434969,7115046,1074,33202966
273,2020-09-29,39239,51213,49574,27044,43885,40061,69848,77946,119131,4745464,277,155301,90505,16245,65883,27072,111666,134965,102955,3267,9734,542639,5866,287421,17707,2663,6145291,278722,449960,353566,35378,233265,311364,82494,103981,37272,4490,8376,17674,11034,733717,212,74745,114419,1479,58460,13698,98057,311516,307288,125311,123944,1159573,727,57715,23699,3363,52528,513,3559,92095,439013,7148044,1077,33438867
274,2020-09-30,39254,51368,49901,27063,44607,40119,70422,78260,121909,4777522,277,156961,90528,16380,67843,27464,111900,135749,103079,3315,9892,550690,5866,289219,18123,2695,6225763,282724,453637,358290,35740,236926,313011,83010,104568,38377,4578,8431,17786,11135,738163,214,76258,117420,1480,58647,13788,98585,312263,309303,125533,125414,1167805,727,57742,23812,3374,52751,514,3564,93090,446156,7191061,1094,33731211
275,2020-10-01,39268,51530,50359,27063,45753,40229,70864,78631,123833,4810935,277,158758,90528,16593,68919,27998,112209,137047,103198,3371,9992,563535,6640,291722,18475,2728,6312584,287008,457219,362981,36155,248133,314861,83010,105182,39634,4693,8509,17977,11135,743216,218,77817,120713,1480,58848,13914,98585,312806,309303,125760,127572,1176286,732,57742,23812,3380,53162,514,3569,94190,453264,7233043,1094,34045743
276,2020-10-02,39285,51690,50850,27096,46317,40309,71374,79019,124140,4847092,277,160535,90567,16827,74255,28396,112728,138584,103317,3450,10103,577505,7093,294395,18886,2769,6394068,291182,461044,367474,36597,255771,317409,84215,105676,40882,4784,8595,18138,11484,748315,219,79728,123966,1492,59001,14027,98585,313431,314079,125959,129658,1185231,732,57784,23952,3382,53712,517,3575,95348,460178,7277814,1095,34365765
277,2020-10-03,39290,51847,51382,27113,47189,40453,71803,79421,124140,4880523,278,162659,90584,17160,78051,28932,113350,139534,103466,3507,10204,589653,7564,296958,19346,2809,6473544,295499,464596,372259,37063,258902,319908,84768,106087,42173,4956,8709,18363,11771,753090,221,82450,127786,1493,59127,14149,98585,313984,316678,126164,132001,1194643,732,57794,24027,3388,54263,517,3583,96529,467146,7332285,1096,34680199